"No.","Time","Time Diff","Source","Destination","Protocol","Length","Info"
"289","0.099154","0.000053","47.20.135.19","192.168.2.3","UDP","62","14726  >  80 Len=20"
"290","0.099312","0.000158","103.169.12.67","192.168.2.3","UDP","62","14727  >  80 Len=20"
"291","0.099364","0.000052","151.213.189.146","192.168.2.3","UDP","62","14728  >  80 Len=20"
"292","0.099554","0.000190","121.151.206.253","192.168.2.3","UDP","62","14729  >  80 Len=20"
"293","0.099606","0.000052","119.58.150.8","192.168.2.3","UDP","62","14730  >  80 Len=20"
"294","0.099763","0.000157","98.67.25.215","192.168.2.3","UDP","62","14731  >  80 Len=20"
"295","0.099817","0.000054","111.189.107.114","192.168.2.3","UDP","62","14732  >  80 Len=20"
"296","0.100159","0.000342","96.25.72.249","192.168.2.3","UDP","62","14733  >  80 Len=20"
"297","0.100212","0.000053","121.86.85.16","192.168.2.3","UDP","62","14734  >  80 Len=20"
"298","0.100409","0.000197","67.132.203.208","192.168.2.3","UDP","62","14735  >  80 Len=20"
"299","0.100462","0.000053","211.239.191.144","192.168.2.3","UDP","62","14736  >  80 Len=20"
"300","0.100621","0.000159","19.124.70.80","192.168.2.3","UDP","62","14737  >  80 Len=20"
"301","0.100679","0.000058","116.77.152.62","192.168.2.3","UDP","62","14738  >  80 Len=20"
"302","0.100846","0.000167","186.14.137.21","192.168.2.3","UDP","62","14739  >  80 Len=20"
"303","0.100899","0.000053","180.183.130.111","192.168.2.3","UDP","62","14740  >  80 Len=20"
"304","0.101082","0.000183","239.187.185.77","192.168.2.3","UDP","62","14741  >  80 Len=20"
"305","0.101118","0.000036","107.33.251.2","192.168.2.3","UDP","62","14742  >  80 Len=20"
"306","0.101292","0.000174","202.67.132.107","192.168.2.3","UDP","62","14743  >  80 Len=20"
"307","0.101345","0.000053","32.121.179.251","192.168.2.3","UDP","62","14744  >  80 Len=20"
"308","0.101533","0.000188","67.187.67.31","192.168.2.3","UDP","62","14745  >  80 Len=20"
"309","0.101586","0.000053","204.0.146.151","192.168.2.3","UDP","62","14746  >  80 Len=20"
"310","0.101755","0.000169","81.189.169.148","192.168.2.3","UDP","62","14747  >  80 Len=20"
"311","0.101806","0.000051","151.197.208.137","192.168.2.3","UDP","62","14748  >  80 Len=20"
"312","0.102117","0.000311","202.240.68.64","192.168.2.3","UDP","62","14749  >  80 Len=20"
"313","0.102164","0.000047","253.191.20.198","192.168.2.3","UDP","62","14750  >  80 Len=20"
"314","0.102197","0.000033","109.187.191.62","192.168.2.3","UDP","62","14751  >  80 Len=20"
"315","0.102227","0.000030","19.103.107.185","192.168.2.3","UDP","62","14752  >  80 Len=20"
"316","0.102451","0.000224","39.229.165.165","192.168.2.3","UDP","62","14753  >  80 Len=20"
"317","0.102520","0.000069","121.16.121.47","192.168.2.3","UDP","62","14754  >  80 Len=20"
"318","0.102557","0.000037","68.106.119.193","192.168.2.3","UDP","62","14755  >  80 Len=20"
"319","0.102750","0.000193","88.132.238.86","192.168.2.3","UDP","62","14756  >  80 Len=20"
"320","0.103134","0.000384","8.179.187.104","192.168.2.3","UDP","62","14757  >  80 Len=20"
"321","0.129328","0.026194","251.36.80.28","192.168.2.3","UDP","62","14758  >  80 Len=20"
"322","0.129650","0.000322","186.148.157.70","192.168.2.3","UDP","62","14759  >  80 Len=20"
"323","0.129722","0.000072","0.167.14.197","192.168.2.3","UDP","62","14760  >  80 Len=20"
"324","0.129870","0.000148","189.98.137.96","192.168.2.3","UDP","62","14761  >  80 Len=20"
"325","0.129937","0.000067","62.137.144.32","192.168.2.3","UDP","62","14762  >  80 Len=20"
"326","0.130273","0.000336","253.121.181.24","192.168.2.3","UDP","62","14763  >  80 Len=20"
"327","0.130312","0.000039","77.137.206.2","192.168.2.3","UDP","62","14764  >  80 Len=20"
"328","0.130453","0.000141","231.215.85.215","192.168.2.3","UDP","62","14765  >  80 Len=20"
"329","0.130571","0.000118","52.213.165.200","192.168.2.3","UDP","62","14766  >  80 Len=20"
"330","0.138065","0.007494","181.215.33.201","192.168.2.3","UDP","62","14767  >  80 Len=20"
"331","0.138120","0.000055","8.129.148.108","192.168.2.3","UDP","62","14768  >  80 Len=20"
"332","0.138255","0.000135","187.201.124.191","192.168.2.3","UDP","62","14769  >  80 Len=20"
"333","0.138382","0.000127","236.118.8.206","192.168.2.3","UDP","62","14770  >  80 Len=20"
"334","0.138504","0.000122","20.46.66.203","192.168.2.3","UDP","62","14771  >  80 Len=20"
"335","0.138542","0.000038","247.135.14.210","192.168.2.3","UDP","62","14772  >  80 Len=20"
"336","0.138710","0.000168","235.121.200.85","192.168.2.3","UDP","62","14773  >  80 Len=20"
"337","0.138807","0.000097","180.58.107.20","192.168.2.3","UDP","62","14774  >  80 Len=20"
"338","0.138930","0.000123","83.105.55.162","192.168.2.3","UDP","62","14775  >  80 Len=20"
"339","0.139055","0.000125","126.141.28.78","192.168.2.3","UDP","62","14776  >  80 Len=20"
"340","0.139475","0.000420","137.252.42.60","192.168.2.3","UDP","62","14777  >  80 Len=20"
"341","0.139670","0.000195","70.68.165.141","192.168.2.3","UDP","62","14778  >  80 Len=20"
"342","0.139907","0.000237","109.141.104.144","192.168.2.3","UDP","62","14779  >  80 Len=20"
"343","0.140030","0.000123","183.4.193.148","192.168.2.3","UDP","62","14780  >  80 Len=20"
"344","0.140152","0.000122","20.53.163.181","192.168.2.3","UDP","62","14781  >  80 Len=20"
"345","0.140244","0.000092","36.181.109.162","192.168.2.3","UDP","62","14782  >  80 Len=20"
"346","0.140526","0.000282","215.62.16.104","192.168.2.3","UDP","62","14783  >  80 Len=20"
"347","0.140557","0.000031","0.191.191.112","192.168.2.3","UDP","62","14784  >  80 Len=20"
"348","0.140583","0.000026","172.163.223.179","192.168.2.3","UDP","62","14785  >  80 Len=20"
"349","0.140666","0.000083","36.165.211.127","192.168.2.3","UDP","62","14786  >  80 Len=20"
"350","0.152144","0.011478","146.223.241.192","192.168.2.3","UDP","62","14787  >  80 Len=20"
"351","0.167151","0.015007","119.152.31.111","192.168.2.3","UDP","62","14788  >  80 Len=20"
"352","0.167226","0.000075","152.228.183.100","192.168.2.3","UDP","62","14789  >  80 Len=20"
"353","0.167456","0.000230","67.110.185.253","192.168.2.3","UDP","62","14790  >  80 Len=20"
"354","0.167510","0.000054","28.162.137.186","192.168.2.3","UDP","62","14791  >  80 Len=20"
"355","0.167667","0.000157","241.251.55.231","192.168.2.3","UDP","62","14792  >  80 Len=20"
"356","0.167707","0.000040","129.251.12.141","192.168.2.3","UDP","62","14793  >  80 Len=20"
"357","0.167918","0.000211","105.185.16.68","192.168.2.3","UDP","62","14794  >  80 Len=20"
"358","0.167989","0.000071","69.67.206.67","192.168.2.3","UDP","62","14795  >  80 Len=20"
"359","0.168125","0.000136","137.197.96.187","192.168.2.3","UDP","62","14796  >  80 Len=20"
"360","0.168185","0.000060","39.108.161.57","192.168.2.3","UDP","62","14797  >  80 Len=20"
"361","0.168350","0.000165","67.236.65.106","192.168.2.3","UDP","62","14798  >  80 Len=20"
"362","0.168408","0.000058","70.110.33.172","192.168.2.3","UDP","62","14799  >  80 Len=20"
"363","0.168587","0.000179","231.85.119.148","192.168.2.3","UDP","62","14800  >  80 Len=20"
"364","0.168628","0.000041","162.101.21.23","192.168.2.3","UDP","62","14801  >  80 Len=20"
"365","0.168805","0.000177","235.231.16.36","192.168.2.3","UDP","62","14802  >  80 Len=20"
"366","0.168854","0.000049","32.152.94.187","192.168.2.3","UDP","62","14803  >  80 Len=20"
"367","0.169046","0.000192","53.70.89.197","192.168.2.3","UDP","62","14804  >  80 Len=20"
"368","0.169104","0.000058","172.121.4.231","192.168.2.3","UDP","62","14805  >  80 Len=20"
"369","0.169251","0.000147","210.148.107.0","192.168.2.3","UDP","62","14806  >  80 Len=20"
"370","0.169304","0.000053","165.144.201.187","192.168.2.3","UDP","62","14807  >  80 Len=20"
"371","0.169465","0.000161","179.167.39.206","192.168.2.3","UDP","62","14808  >  80 Len=20"
"372","0.169519","0.000054","251.179.149.105","192.168.2.3","UDP","62","14809  >  80 Len=20"
"373","0.169713","0.000194","188.224.67.108","192.168.2.3","UDP","62","14810  >  80 Len=20"
"374","0.169766","0.000053","185.114.46.188","192.168.2.3","UDP","62","14811  >  80 Len=20"
"375","0.169921","0.000155","19.110.52.36","192.168.2.3","UDP","62","14812  >  80 Len=20"
"376","0.171760","0.001839","80.137.247.111","192.168.2.3","UDP","62","14813  >  80 Len=20"
"377","0.171808","0.000048","96.62.242.111","192.168.2.3","UDP","62","14814  >  80 Len=20"
"378","0.171846","0.000038","96.193.241.57","192.168.2.3","UDP","62","14815  >  80 Len=20"
"379","0.172005","0.000159","32.239.162.240","192.168.2.3","UDP","62","14816  >  80 Len=20"
"380","0.172060","0.000055","137.73.228.255","192.168.2.3","UDP","62","14817  >  80 Len=20"
"381","0.172211","0.000151","53.111.181.107","192.168.2.3","UDP","62","14818  >  80 Len=20"
"382","0.172263","0.000052","62.211.206.119","192.168.2.3","UDP","62","14819  >  80 Len=20"
"383","0.172423","0.000160","28.132.189.223","192.168.2.3","UDP","62","14820  >  80 Len=20"
"384","0.172475","0.000052","210.161.189.255","192.168.2.3","UDP","62","14821  >  80 Len=20"
"385","0.173109","0.000634","96.213.132.183","192.168.2.3","UDP","62","14822  >  80 Len=20"
"386","0.173679","0.000570","240.19.238.247","192.168.2.3","UDP","62","14823  >  80 Len=20"
"387","0.173718","0.000039","156.185.2.85","192.168.2.3","UDP","62","14824  >  80 Len=20"
"388","0.173880","0.000162","213.185.215.215","192.168.2.3","UDP","62","14825  >  80 Len=20"
"389","0.173971","0.000091","229.109.236.111","192.168.2.3","UDP","62","14826  >  80 Len=20"
"390","0.174121","0.000150","57.104.144.163","192.168.2.3","UDP","62","14827  >  80 Len=20"
"391","0.174246","0.000125","67.8.60.156","192.168.2.3","UDP","62","14828  >  80 Len=20"
"392","0.174292","0.000046","90.30.231.200","192.168.2.3","UDP","62","14829  >  80 Len=20"
"393","0.174432","0.000140","19.58.171.78","192.168.2.3","UDP","62","14830  >  80 Len=20"
"394","0.174552","0.000120","64.107.32.77","192.168.2.3","UDP","62","14831  >  80 Len=20"
"395","0.201531","0.026979","141.67.70.189","192.168.2.3","UDP","62","14832  >  80 Len=20"
"396","0.201675","0.000144","24.51.65.160","192.168.2.3","UDP","62","14833  >  80 Len=20"
"397","0.201737","0.000062","31.23.203.212","192.168.2.3","UDP","62","14834  >  80 Len=20"
"398","0.201795","0.000058","55.104.166.111","192.168.2.3","UDP","62","14835  >  80 Len=20"
"399","0.201843","0.000048","162.52.211.112","192.168.2.3","UDP","62","14836  >  80 Len=20"
"400","0.201887","0.000044","249.179.240.144","192.168.2.3","UDP","62","14837  >  80 Len=20"
"401","0.201927","0.000040","209.67.65.125","192.168.2.3","UDP","62","14838  >  80 Len=20"
"402","0.201979","0.000052","2.169.104.124","192.168.2.3","UDP","62","14839  >  80 Len=20"
"403","0.202189","0.000210","213.119.0.180","192.168.2.3","UDP","62","14840  >  80 Len=20"
"404","0.202292","0.000103","240.162.21.83","192.168.2.3","UDP","62","14841  >  80 Len=20"
"405","0.202331","0.000039","132.142.119.14","192.168.2.3","UDP","62","14842  >  80 Len=20"
"406","0.202384","0.000053","152.94.162.67","192.168.2.3","UDP","62","14866  >  80 Len=20"
"407","0.202576","0.000192","252.28.224.0","192.168.2.3","UDP","62","14843  >  80 Len=20"
"408","0.202613","0.000037","252.185.187.223","192.168.2.3","UDP","62","14844  >  80 Len=20"
"409","0.202789","0.000176","126.179.198.235","192.168.2.3","UDP","62","14845  >  80 Len=20"
"410","0.202842","0.000053","238.14.179.149","192.168.2.3","UDP","62","14846  >  80 Len=20"
"411","0.203007","0.000165","67.8.180.96","192.168.2.3","UDP","62","14847  >  80 Len=20"
"412","0.203065","0.000058","229.143.229.252","192.168.2.3","UDP","62","14848  >  80 Len=20"
"413","0.203213","0.000148","247.197.137.101","192.168.2.3","UDP","62","14849  >  80 Len=20"
"414","0.203253","0.000040","101.21.12.46","192.168.2.3","UDP","62","14850  >  80 Len=20"
"415","0.203456","0.000203","112.241.157.181","192.168.2.3","UDP","62","14851  >  80 Len=20"
"416","0.203511","0.000055","96.92.13.206","192.168.2.3","UDP","62","14852  >  80 Len=20"
"417","0.203673","0.000162","119.19.85.6","192.168.2.3","UDP","62","14853  >  80 Len=20"
"418","0.203725","0.000052","98.252.165.121","192.168.2.3","UDP","62","14854  >  80 Len=20"
"419","0.203883","0.000158","215.209.213.103","192.168.2.3","UDP","62","14855  >  80 Len=20"
"420","0.203937","0.000054","221.62.32.12","192.168.2.3","UDP","62","14856  >  80 Len=20"
"421","0.204102","0.000165","129.109.70.86","192.168.2.3","UDP","62","14857  >  80 Len=20"
"422","0.204334","0.000232","118.136.212.181","192.168.2.3","UDP","62","14858  >  80 Len=20"
"423","0.204375","0.000041","137.161.220.27","192.168.2.3","UDP","62","14859  >  80 Len=20"
"424","0.204714","0.000339","55.121.187.16","192.168.2.3","UDP","62","14860  >  80 Len=20"
"425","0.204989","0.000275","107.213.89.89","192.168.2.3","UDP","62","14861  >  80 Len=20"
"426","0.205032","0.000043","159.189.143.202","192.168.2.3","UDP","62","14862  >  80 Len=20"
"427","0.205078","0.000046","62.142.228.119","192.168.2.3","UDP","62","14863  >  80 Len=20"
"428","0.205261","0.000183","14.181.100.101","192.168.2.3","UDP","62","14864  >  80 Len=20"
"429","0.205508","0.000247","148.67.169.247","192.168.2.3","UDP","62","14865  >  80 Len=20"
"430","0.205563","0.000055","58.21.20.20","192.168.2.3","UDP","62","14867  >  80 Len=20"
"431","0.205697","0.000134","98.19.5.85","192.168.2.3","UDP","62","14868  >  80 Len=20"
"432","0.205750","0.000053","185.221.231.92","192.168.2.3","UDP","62","14869  >  80 Len=20"
"433","0.206049","0.000299","198.67.90.179","192.168.2.3","UDP","62","14870  >  80 Len=20"
"434","0.206572","0.000523","125.167.255.181","192.168.2.3","UDP","62","14871  >  80 Len=20"
"435","0.206784","0.000212","143.57.33.121","192.168.2.3","UDP","62","14872  >  80 Len=20"
"436","0.206838","0.000054","90.172.27.108","192.168.2.3","UDP","62","14873  >  80 Len=20"
"437","0.206997","0.000159","107.19.165.239","192.168.2.3","UDP","62","14874  >  80 Len=20"
"438","0.207050","0.000053","64.27.137.146","192.168.2.3","UDP","62","14875  >  80 Len=20"
"439","0.207215","0.000165","204.203.132.201","192.168.2.3","UDP","62","14876  >  80 Len=20"
"440","0.207268","0.000053","223.253.146.185","192.168.2.3","UDP","62","14877  >  80 Len=20"
"441","0.207546","0.000278","157.64.62.185","192.168.2.3","UDP","62","14878  >  80 Len=20"
"442","0.207791","0.000245","67.136.191.53","192.168.2.3","UDP","62","14879  >  80 Len=20"
"443","0.207845","0.000054","253.28.203.88","192.168.2.3","UDP","62","14880  >  80 Len=20"
"444","0.208031","0.000186","209.93.213.150","192.168.2.3","UDP","62","14881  >  80 Len=20"
"445","0.208091","0.000060","47.111.172.8","192.168.2.3","UDP","62","14882  >  80 Len=20"
"446","0.208249","0.000158","19.103.151.251","192.168.2.3","UDP","62","14883  >  80 Len=20"
"447","0.208306","0.000057","186.251.32.19","192.168.2.3","UDP","62","14884  >  80 Len=20"
"448","0.208465","0.000159","191.189.70.98","192.168.2.3","UDP","62","14885  >  80 Len=20"
"449","0.208521","0.000056","229.98.179.247","192.168.2.3","UDP","62","14886  >  80 Len=20"
"450","0.208677","0.000156","98.67.70.183","192.168.2.3","UDP","62","14887  >  80 Len=20"
"451","0.208731","0.000054","2.179.189.14","192.168.2.3","UDP","62","14888  >  80 Len=20"
"452","0.208889","0.000158","25.188.162.240","192.168.2.3","UDP","62","14889  >  80 Len=20"
"453","0.208942","0.000053","130.191.148.67","192.168.2.3","UDP","62","14890  >  80 Len=20"
"454","0.209106","0.000164","185.240.96.105","192.168.2.3","UDP","62","14891  >  80 Len=20"
"455","0.209158","0.000052","85.180.241.67","192.168.2.3","UDP","62","14892  >  80 Len=20"
"456","0.209324","0.000166","73.179.197.85","192.168.2.3","UDP","62","14893  >  80 Len=20"
"457","0.209377","0.000053","255.111.185.241","192.168.2.3","UDP","62","14894  >  80 Len=20"
"458","0.209570","0.000193","181.129.89.162","192.168.2.3","UDP","62","14895  >  80 Len=20"
"459","0.209617","0.000047","58.183.85.240","192.168.2.3","UDP","62","14896  >  80 Len=20"
"460","0.209778","0.000161","67.83.47.189","192.168.2.3","UDP","62","14897  >  80 Len=20"
"461","0.209835","0.000057","12.185.181.137","192.168.2.3","UDP","62","14898  >  80 Len=20"
"462","0.209964","0.000129","36.16.12.129","192.168.2.3","UDP","62","14899  >  80 Len=20"
"463","0.210016","0.000052","57.132.0.20","192.168.2.3","UDP","62","14900  >  80 Len=20"
"464","0.210218","0.000202","239.179.28.148","192.168.2.3","UDP","62","14901  >  80 Len=20"
"465","0.210256","0.000038","116.0.13.197","192.168.2.3","UDP","62","14902  >  80 Len=20"
"466","0.210384","0.000128","110.137.81.47","192.168.2.3","UDP","62","14903  >  80 Len=20"
"467","0.210503","0.000119","58.6.129.253","192.168.2.3","UDP","62","14905  >  80 Len=20"
"468","0.210719","0.000216","235.0.65.121","192.168.2.3","UDP","62","14909  >  80 Len=20"
"469","0.210762","0.000043","57.231.67.111","192.168.2.3","UDP","62","14910  >  80 Len=20"
"470","0.210941","0.000179","105.183.238.136","192.168.2.3","UDP","62","14911  >  80 Len=20"
"471","0.210996","0.000055","51.249.132.98","192.168.2.3","UDP","62","14912  >  80 Len=20"
"472","0.211152","0.000156","223.251.36.108","192.168.2.3","UDP","62","14913  >  80 Len=20"
"473","0.211216","0.000064","110.36.247.141","192.168.2.3","UDP","62","14914  >  80 Len=20"
"474","0.211395","0.000179","191.148.121.223","192.168.2.3","UDP","62","15164  >  80 Len=20"
"475","0.211636","0.000241","166.151.215.47","192.168.2.3","UDP","62","15165  >  80 Len=20"
"476","0.211689","0.000053","85.57.67.125","192.168.2.3","UDP","62","15166  >  80 Len=20"
"477","0.211824","0.000135","123.31.101.143","192.168.2.3","UDP","62","15167  >  80 Len=20"
"478","0.211877","0.000053","109.5.211.110","192.168.2.3","UDP","62","15168  >  80 Len=20"
"479","0.212065","0.000188","223.180.13.132","192.168.2.3","UDP","62","15169  >  80 Len=20"
"480","0.212118","0.000053","0.11.185.157","192.168.2.3","UDP","62","15170  >  80 Len=20"
"481","0.212291","0.000173","47.247.159.65","192.168.2.3","UDP","62","15171  >  80 Len=20"
"482","0.212343","0.000052","111.132.187.105","192.168.2.3","UDP","62","15172  >  80 Len=20"
"483","0.212494","0.000151","152.252.209.55","192.168.2.3","UDP","62","15173  >  80 Len=20"
"484","0.212547","0.000053","203.137.90.67","192.168.2.3","UDP","62","15174  >  80 Len=20"
"485","0.212706","0.000159","70.167.187.23","192.168.2.3","UDP","62","15178  >  80 Len=20"
"486","0.212758","0.000052","185.96.0.107","192.168.2.3","UDP","62","15182  >  80 Len=20"
"487","0.212962","0.000204","5.89.165.180","192.168.2.3","UDP","62","15186  >  80 Len=20"
"488","0.213014","0.000052","241.27.30.141","192.168.2.3","UDP","62","15190  >  80 Len=20"
"489","0.213126","0.000112","111.52.81.255","192.168.2.3","UDP","62","15194  >  80 Len=20"
"490","0.213167","0.000041","180.104.255.28","192.168.2.3","UDP","62","15198  >  80 Len=20"
"491","0.213503","0.000336","90.89.163.32","192.168.2.3","UDP","62","15202  >  80 Len=20"
"492","0.213555","0.000052","67.141.28.0","192.168.2.3","UDP","62","15206  >  80 Len=20"
"493","0.213715","0.000160","25.89.119.60","192.168.2.3","UDP","62","15210  >  80 Len=20"
"494","0.213925","0.000210","98.215.189.46","192.168.2.3","UDP","62","15215  >  80 Len=20"
"495","0.214210","0.000285","203.126.151.53","192.168.2.3","UDP","62","15219  >  80 Len=20"
"496","0.214257","0.000047","85.8.31.85","192.168.2.3","UDP","62","15223  >  80 Len=20"
"497","0.214296","0.000039","47.77.203.90","192.168.2.3","UDP","62","15227  >  80 Len=20"
"498","0.214324","0.000028","67.251.236.101","192.168.2.3","UDP","62","15231  >  80 Len=20"
"499","0.214508","0.000184","70.28.96.51","192.168.2.3","UDP","62","15235  >  80 Len=20"
"500","0.228193","0.013685","240.148.30.31","192.168.2.3","UDP","62","15293  >  80 Len=20"
"501","0.236904","0.008711","165.20.78.111","192.168.2.3","UDP","62","15296  >  80 Len=20"
"502","0.237290","0.000386","239.137.104.85","192.168.2.3","UDP","62","15299  >  80 Len=20"
"503","0.237324","0.000034","112.119.143.186","192.168.2.3","UDP","62","15303  >  80 Len=20"
"504","0.237458","0.000134","215.126.0.185","192.168.2.3","UDP","62","15307  >  80 Len=20"
"505","0.237508","0.000050","241.167.39.39","192.168.2.3","UDP","62","15311  >  80 Len=20"
"506","0.237715","0.000207","110.137.231.123","192.168.2.3","UDP","62","15314  >  80 Len=20"
"507","0.237773","0.000058","236.235.132.51","192.168.2.3","UDP","62","15317  >  80 Len=20"
"508","0.237889","0.000116","13.83.151.51","192.168.2.3","UDP","62","15321  >  80 Len=20"
"509","0.238002","0.000113","201.110.165.210","192.168.2.3","UDP","62","15324  >  80 Len=20"
"510","0.238057","0.000055","240.88.193.123","192.168.2.3","UDP","62","15328  >  80 Len=20"
"511","0.238273","0.000216","187.119.135.129","192.168.2.3","UDP","62","15332  >  80 Len=20"
"512","0.238601","0.000328","21.130.111.16","192.168.2.3","UDP","62","15336  >  80 Len=20"
"513","0.238652","0.000051","200.165.57.143","192.168.2.3","UDP","62","15340  >  80 Len=20"
"514","0.238691","0.000039","183.203.39.242","192.168.2.3","UDP","62","15344  >  80 Len=20"
"515","0.238876","0.000185","165.185.213.58","192.168.2.3","UDP","62","15349  >  80 Len=20"
"516","0.238935","0.000059","67.144.31.20","192.168.2.3","UDP","62","15353  >  80 Len=20"
"517","0.239042","0.000107","62.179.53.189","192.168.2.3","UDP","62","15369  >  80 Len=20"
"518","0.239177","0.000135","187.70.143.67","192.168.2.3","UDP","62","15372  >  80 Len=20"
"519","0.239243","0.000066","60.185.183.187","192.168.2.3","UDP","62","15376  >  80 Len=20"
"520","0.239932","0.000689","159.36.14.204","192.168.2.3","UDP","62","15380  >  80 Len=20"
"521","0.240274","0.000342","183.62.33.206","192.168.2.3","UDP","62","15384  >  80 Len=20"
"522","0.240331","0.000057","240.148.206.130","192.168.2.3","UDP","62","15388  >  80 Len=20"
"523","0.240483","0.000152","183.46.67.121","192.168.2.3","UDP","62","15391  >  80 Len=20"
"524","0.240537","0.000054","159.215.127.105","192.168.2.3","UDP","62","15552  >  80 Len=20"
"525","0.240694","0.000157","33.101.70.148","192.168.2.3","UDP","62","15564  >  80 Len=20"
"526","0.240750","0.000056","187.60.70.98","192.168.2.3","UDP","62","15568  >  80 Len=20"
"527","0.240910","0.000160","136.67.89.80","192.168.2.3","UDP","62","15577  >  80 Len=20"
"528","0.240965","0.000055","179.112.109.239","192.168.2.3","UDP","62","15633  >  80 Len=20"
"529","0.241152","0.000187","103.25.24.132","192.168.2.3","UDP","62","15636  >  80 Len=20"
"530","0.241206","0.000054","161.27.19.33","192.168.2.3","UDP","62","15640  >  80 Len=20"
"531","0.241328","0.000122","104.143.119.11","192.168.2.3","UDP","62","15644  >  80 Len=20"
"532","0.241422","0.000094","137.2.228.223","192.168.2.3","UDP","62","15648  >  80 Len=20"
"533","0.241738","0.000316","132.189.185.14","192.168.2.3","UDP","62","15650  >  80 Len=20"
"534","0.241786","0.000048","109.231.213.220","192.168.2.3","UDP","62","15651  >  80 Len=20"
"535","0.241825","0.000039","251.73.16.62","192.168.2.3","UDP","62","15652  >  80 Len=20"
"536","0.242014","0.000189","180.151.88.57","192.168.2.3","UDP","62","15653  >  80 Len=20"
"537","0.242074","0.000060","66.92.229.156","192.168.2.3","UDP","62","15654  >  80 Len=20"
"538","0.242179","0.000105","160.132.104.112","192.168.2.3","UDP","62","15655  >  80 Len=20"
"539","0.242278","0.000099","203.181.208.85","192.168.2.3","UDP","62","15656  >  80 Len=20"
"540","0.242401","0.000123","185.14.52.73","192.168.2.3","UDP","62","15657  >  80 Len=20"
"541","0.242524","0.000123","123.193.137.98","192.168.2.3","UDP","62","15658  >  80 Len=20"
"542","0.242561","0.000037","20.47.212.62","192.168.2.3","UDP","62","15659  >  80 Len=20"
"543","0.242773","0.000212","2.70.30.121","192.168.2.3","UDP","62","15660  >  80 Len=20"
"544","0.242829","0.000056","70.189.143.189","192.168.2.3","UDP","62","15661  >  80 Len=20"
"545","0.242947","0.000118","111.171.162.172","192.168.2.3","UDP","62","15662  >  80 Len=20"
"546","0.243038","0.000091","163.67.223.58","192.168.2.3","UDP","62","15663  >  80 Len=20"
"547","0.246890","0.003852","13.186.142.152","192.168.2.3","UDP","62","15664  >  80 Len=20"
"548","0.246974","0.000084","220.103.252.103","192.168.2.3","UDP","62","15665  >  80 Len=20"
"549","0.247031","0.000057","67.180.146.14","192.168.2.3","UDP","62","15666  >  80 Len=20"
"550","0.247084","0.000053","200.149.209.73","192.168.2.3","UDP","62","15667  >  80 Len=20"
"551","0.247125","0.000041","103.202.106.231","192.168.2.3","UDP","62","15668  >  80 Len=20"
"552","0.247170","0.000045","39.220.247.28","192.168.2.3","UDP","62","15669  >  80 Len=20"
"553","0.247364","0.000194","110.152.181.185","192.168.2.3","UDP","62","15670  >  80 Len=20"
"554","0.247440","0.000076","220.132.224.114","192.168.2.3","UDP","62","15671  >  80 Len=20"
"555","0.247498","0.000058","179.70.157.224","192.168.2.3","UDP","62","15672  >  80 Len=20"
"556","0.247659","0.000161","162.169.114.187","192.168.2.3","UDP","62","15673  >  80 Len=20"
"557","0.247715","0.000056","213.96.191.162","192.168.2.3","UDP","62","15674  >  80 Len=20"
"558","0.247919","0.000204","189.210.161.183","192.168.2.3","UDP","62","15675  >  80 Len=20"
"559","0.247995","0.000076","4.252.60.16","192.168.2.3","UDP","62","16009  >  80 Len=20"
"560","0.248049","0.000054","58.183.185.30","192.168.2.3","UDP","62","16013  >  80 Len=20"
"561","0.248200","0.000151","200.80.200.119","192.168.2.3","UDP","62","16017  >  80 Len=20"
"562","0.248257","0.000057","187.55.111.88","192.168.2.3","UDP","62","16022  >  80 Len=20"
"563","0.248459","0.000202","198.92.179.47","192.168.2.3","UDP","62","16026  >  80 Len=20"
"564","0.248534","0.000075","223.92.151.11","192.168.2.3","UDP","62","16031  >  80 Len=20"
"565","0.248598","0.000064","247.143.98.206","192.168.2.3","UDP","62","16035  >  80 Len=20"
"566","0.248905","0.000307","203.255.81.20","192.168.2.3","UDP","62","16039  >  80 Len=20"
"567","0.248959","0.000054","165.70.47.52","192.168.2.3","UDP","62","16043  >  80 Len=20"
"568","0.249394","0.000435","186.229.124.135","192.168.2.3","UDP","62","16047  >  80 Len=20"
"569","0.249672","0.000278","132.236.111.137","192.168.2.3","UDP","62","16052  >  80 Len=20"
"570","0.249724","0.000052","188.104.46.108","192.168.2.3","UDP","62","16055  >  80 Len=20"
"571","0.249840","0.000116","73.88.30.203","192.168.2.3","UDP","62","16060  >  80 Len=20"
"572","0.250128","0.000288","191.42.2.215","192.168.2.3","UDP","62","16064  >  80 Len=20"
"573","0.250181","0.000053","103.165.200.241","192.168.2.3","UDP","62","16068  >  80 Len=20"
"574","0.250298","0.000117","167.183.179.36","192.168.2.3","UDP","62","16072  >  80 Len=20"
"575","0.250463","0.000165","255.77.66.16","192.168.2.3","UDP","62","16076  >  80 Len=20"
"576","0.250500","0.000037","30.181.19.30","192.168.2.3","UDP","62","16080  >  80 Len=20"
"577","0.332172","0.081672","106.67.83.179","192.168.2.3","UDP","62","16088  >  80 Len=20"
"578","0.332172","0.000000","12.241.55.2","192.168.2.3","UDP","62","16092  >  80 Len=20"
"579","0.332172","0.000000","193.200.96.116","192.168.2.3","UDP","62","16094  >  80 Len=20"
