"No.","Time","Time Diff","Source","Destination","Protocol","Length","Info"
"580","0.332172","0.000000","197.58.220.197","192.168.2.3","UDP","62","16095  >  80 Len=20"
"581","0.332172","0.000000","187.165.249.62","192.168.2.3","UDP","62","16096  >  80 Len=20"
"582","0.332172","0.000000","47.189.104.103","192.168.2.3","UDP","62","16097  >  80 Len=20"
"583","0.332172","0.000000","89.241.5.189","192.168.2.3","UDP","62","16098  >  80 Len=20"
"584","0.332172","0.000000","58.70.104.42","192.168.2.3","UDP","62","16099  >  80 Len=20"
"585","0.332172","0.000000","201.69.241.86","192.168.2.3","UDP","62","16100  >  80 Len=20"
"586","0.332172","0.000000","146.89.203.21","192.168.2.3","UDP","62","16101  >  80 Len=20"
"587","0.332415","0.000243","229.77.191.107","192.168.2.3","UDP","62","16102  >  80 Len=20"
"588","0.332415","0.000000","192.211.189.85","192.168.2.3","UDP","62","16103  >  80 Len=20"
"589","0.332415","0.000000","19.162.185.180","192.168.2.3","UDP","62","16104  >  80 Len=20"
"590","0.332415","0.000000","132.223.12.137","192.168.2.3","UDP","62","16106  >  80 Len=20"
"591","0.332415","0.000000","251.96.132.126","192.168.2.3","UDP","62","16111  >  80 Len=20"
"592","0.332415","0.000000","242.186.132.201","192.168.2.3","UDP","62","16115  >  80 Len=20"
"593","0.332594","0.000179","94.36.192.28","192.168.2.3","UDP","62","16119  >  80 Len=20"
"594","0.332594","0.000000","5.109.137.119","192.168.2.3","UDP","62","16124  >  80 Len=20"
"595","0.332594","0.000000","160.72.111.152","192.168.2.3","UDP","62","16128  >  80 Len=20"
"596","0.332594","0.000000","144.212.111.85","192.168.2.3","UDP","62","16133  >  80 Len=20"
"597","0.332594","0.000000","255.36.149.197","192.168.2.3","UDP","62","16137  >  80 Len=20"
"598","0.332594","0.000000","129.70.77.137","192.168.2.3","UDP","62","16141  >  80 Len=20"
"599","0.332594","0.000000","179.47.148.215","192.168.2.3","UDP","62","16144  >  80 Len=20"
"600","0.332594","0.000000","151.89.96.135","192.168.2.3","UDP","62","16148  >  80 Len=20"
"601","0.332594","0.000000","14.16.161.187","192.168.2.3","UDP","62","16152  >  80 Len=20"
"602","0.332594","0.000000","191.0.93.86","192.168.2.3","UDP","62","16156  >  80 Len=20"
"603","0.332594","0.000000","161.240.144.57","192.168.2.3","UDP","62","16160  >  80 Len=20"
"604","0.332594","0.000000","204.149.201.162","192.168.2.3","UDP","62","16164  >  80 Len=20"
"605","0.332594","0.000000","8.21.255.224","192.168.2.3","UDP","62","16167  >  80 Len=20"
"606","0.332594","0.000000","126.103.253.104","192.168.2.3","UDP","62","16171  >  80 Len=20"
"607","0.332594","0.000000","143.183.0.165","192.168.2.3","UDP","62","16175  >  80 Len=20"
"608","0.332594","0.000000","85.159.21.73","192.168.2.3","UDP","62","16179  >  80 Len=20"
"609","0.332840","0.000246","251.187.148.189","192.168.2.3","UDP","62","16221  >  80 Len=20"
"610","0.332840","0.000000","162.187.64.253","192.168.2.3","UDP","62","16222  >  80 Len=20"
"611","0.332840","0.000000","132.213.89.67","192.168.2.3","UDP","62","16223  >  80 Len=20"
"612","0.332840","0.000000","144.57.89.112","192.168.2.3","UDP","62","16224  >  80 Len=20"
"613","0.332840","0.000000","16.28.181.228","192.168.2.3","UDP","62","16225  >  80 Len=20"
"614","0.332840","0.000000","191.181.108.123","192.168.2.3","UDP","62","16226  >  80 Len=20"
"615","0.332840","0.000000","8.223.213.235","192.168.2.3","UDP","62","16227  >  80 Len=20"
"616","0.332840","0.000000","121.197.166.238","192.168.2.3","UDP","62","16228  >  80 Len=20"
"617","0.332840","0.000000","108.14.151.213","192.168.2.3","UDP","62","16229  >  80 Len=20"
"618","0.332840","0.000000","126.239.187.108","192.168.2.3","UDP","62","16230  >  80 Len=20"
"619","0.332840","0.000000","81.150.60.112","192.168.2.3","UDP","62","16231  >  80 Len=20"
"620","0.332840","0.000000","116.180.105.0","192.168.2.3","UDP","62","16232  >  80 Len=20"
"621","0.332840","0.000000","157.228.208.137","192.168.2.3","UDP","62","16233  >  80 Len=20"
"622","0.332840","0.000000","207.118.239.67","192.168.2.3","UDP","62","16234  >  80 Len=20"
"623","0.332840","0.000000","247.57.94.70","192.168.2.3","UDP","62","16239  >  80 Len=20"
"624","0.332840","0.000000","6.110.16.39","192.168.2.3","UDP","62","16243  >  80 Len=20"
"625","0.333050","0.000210","189.83.14.62","192.168.2.3","UDP","62","16248  >  80 Len=20"
"626","0.333050","0.000000","247.141.247.181","192.168.2.3","UDP","62","16252  >  80 Len=20"
"627","0.333050","0.000000","162.159.85.98","192.168.2.3","UDP","62","16602  >  80 Len=20"
"628","0.333050","0.000000","77.60.253.19","192.168.2.3","UDP","62","16829  >  80 Len=20"
"629","0.333050","0.000000","143.110.247.179","192.168.2.3","UDP","62","16830  >  80 Len=20"
"630","0.333050","0.000000","96.231.96.21","192.168.2.3","UDP","62","16831  >  80 Len=20"
"631","0.333050","0.000000","119.203.104.21","192.168.2.3","UDP","62","16832  >  80 Len=20"
"632","0.333050","0.000000","19.132.36.215","192.168.2.3","UDP","62","16833  >  80 Len=20"
"633","0.333050","0.000000","235.30.165.89","192.168.2.3","UDP","62","16834  >  80 Len=20"
"634","0.333050","0.000000","206.179.247.127","192.168.2.3","UDP","62","16835  >  80 Len=20"
"635","0.333050","0.000000","186.73.89.32","192.168.2.3","UDP","62","16836  >  80 Len=20"
"636","0.333050","0.000000","21.98.157.81","192.168.2.3","UDP","62","16837  >  80 Len=20"
"637","0.333050","0.000000","211.183.156.187","192.168.2.3","UDP","62","16838  >  80 Len=20"
"638","0.333050","0.000000","81.72.20.251","192.168.2.3","UDP","62","16839  >  80 Len=20"
"639","0.333050","0.000000","144.127.198.33","192.168.2.3","UDP","62","16840  >  80 Len=20"
"640","0.333246","0.000196","19.197.0.181","192.168.2.3","UDP","62","16841  >  80 Len=20"
"641","0.333272","0.000026","211.161.66.60","192.168.2.3","UDP","62","16842  >  80 Len=20"
"642","0.333295","0.000023","251.202.208.28","192.168.2.3","UDP","62","16843  >  80 Len=20"
"643","0.333305","0.000010","21.179.0.144","192.168.2.3","UDP","62","16844  >  80 Len=20"
"644","0.333336","0.000031","0.125.253.105","192.168.2.3","UDP","62","16845  >  80 Len=20"
"645","0.333355","0.000019","5.166.212.136","192.168.2.3","UDP","62","16846  >  80 Len=20"
"646","0.333413","0.000058","132.127.20.77","192.168.2.3","UDP","62","16847  >  80 Len=20"
"647","0.333498","0.000085","110.189.70.2","192.168.2.3","UDP","62","16848  >  80 Len=20"
"648","0.333630","0.000132","36.189.211.186","192.168.2.3","UDP","62","16849  >  80 Len=20"
"649","0.333794","0.000164","204.89.185.255","192.168.2.3","UDP","62","16850  >  80 Len=20"
"650","0.333948","0.000154","111.167.253.204","192.168.2.3","UDP","62","16851  >  80 Len=20"
"651","0.346831","0.012883","251.224.104.85","192.168.2.3","UDP","62","16852  >  80 Len=20"
"652","0.346991","0.000160","137.238.130.126","192.168.2.3","UDP","62","16853  >  80 Len=20"
"653","0.347190","0.000199","203.198.25.255","192.168.2.3","UDP","62","16854  >  80 Len=20"
"654","0.360401","0.013211","180.25.224.111","192.168.2.3","UDP","62","16855  >  80 Len=20"
"655","0.360504","0.000103","215.77.24.67","192.168.2.3","UDP","62","16856  >  80 Len=20"
"656","0.360669","0.000165","204.185.104.209","192.168.2.3","UDP","62","16857  >  80 Len=20"
"657","0.360710","0.000041","137.33.58.191","192.168.2.3","UDP","62","16858  >  80 Len=20"
"658","0.360743","0.000033","47.151.141.180","192.168.2.3","UDP","62","16859  >  80 Len=20"
"659","0.360776","0.000033","183.20.207.187","192.168.2.3","UDP","62","16860  >  80 Len=20"
"660","0.360808","0.000032","53.36.116.231","192.168.2.3","UDP","62","16861  >  80 Len=20"
"661","0.360838","0.000030","28.209.157.66","192.168.2.3","UDP","62","16862  >  80 Len=20"
"662","0.360874","0.000036","146.149.241.19","192.168.2.3","UDP","62","16863  >  80 Len=20"
"663","0.360905","0.000031","210.107.212.251","192.168.2.3","UDP","62","16864  >  80 Len=20"
"664","0.360994","0.000089","187.242.62.212","192.168.2.3","UDP","62","16865  >  80 Len=20"
"665","0.361073","0.000079","33.88.208.119","192.168.2.3","UDP","62","16866  >  80 Len=20"
"666","0.361116","0.000043","66.251.19.157","192.168.2.3","UDP","62","16867  >  80 Len=20"
"667","0.361154","0.000038","25.179.127.236","192.168.2.3","UDP","62","16868  >  80 Len=20"
"668","0.361191","0.000037","5.159.239.240","192.168.2.3","UDP","62","16869  >  80 Len=20"
"669","0.361243","0.000052","112.8.11.65","192.168.2.3","UDP","62","16870  >  80 Len=20"
"670","0.361283","0.000040","239.36.179.223","192.168.2.3","UDP","62","16871  >  80 Len=20"
"671","0.361296","0.000013","179.85.103.215","192.168.2.3","UDP","62","16872  >  80 Len=20"
"672","0.361346","0.000050","197.110.179.96","192.168.2.3","UDP","62","16873  >  80 Len=20"
"673","0.361386","0.000040","60.229.32.53","192.168.2.3","UDP","62","16874  >  80 Len=20"
"674","0.361423","0.000037","129.90.251.0","192.168.2.3","UDP","62","16875  >  80 Len=20"
"675","0.361472","0.000049","231.228.70.213","192.168.2.3","UDP","62","16876  >  80 Len=20"
"676","0.361484","0.000012","150.8.179.251","192.168.2.3","UDP","62","16877  >  80 Len=20"
"677","0.361518","0.000034","53.146.92.19","192.168.2.3","UDP","62","16878  >  80 Len=20"
"678","0.361568","0.000050","100.112.47.53","192.168.2.3","UDP","62","16879  >  80 Len=20"
"679","0.398703","0.037135","165.86.149.162","192.168.2.3","UDP","62","16880  >  80 Len=20"
"680","0.398797","0.000094","108.228.107.251","192.168.2.3","UDP","62","16881  >  80 Len=20"
"681","0.398838","0.000041","213.180.231.220","192.168.2.3","UDP","62","16882  >  80 Len=20"
"682","0.399373","0.000535","187.180.166.151","192.168.2.3","UDP","62","16883  >  80 Len=20"
"683","0.417996","0.018623","5.16.180.69","192.168.2.3","UDP","62","16884  >  80 Len=20"
"684","0.418100","0.000104","101.119.92.67","192.168.2.3","UDP","62","16885  >  80 Len=20"
"685","0.418306","0.000206","70.30.80.116","192.168.2.3","UDP","62","16886  >  80 Len=20"
"686","0.418369","0.000063","101.255.19.67","192.168.2.3","UDP","62","16887  >  80 Len=20"
"687","0.418514","0.000145","110.149.136.187","192.168.2.3","UDP","62","16888  >  80 Len=20"
"688","0.432925","0.014411","249.70.251.180","192.168.2.3","UDP","62","16889  >  80 Len=20"
"689","0.434377","0.001452","185.12.160.213","192.168.2.3","UDP","62","16890  >  80 Len=20"
"690","0.434499","0.000122","251.235.8.159","192.168.2.3","UDP","62","16891  >  80 Len=20"
"691","0.437707","0.003208","80.229.148.119","192.168.2.3","UDP","62","16892  >  80 Len=20"
"692","0.453539","0.015832","83.240.208.179","192.168.2.3","UDP","62","16893  >  80 Len=20"
"693","0.453704","0.000165","78.73.125.67","192.168.2.3","UDP","62","16894  >  80 Len=20"
"694","0.464214","0.010510","183.77.161.111","192.168.2.3","UDP","62","16895  >  80 Len=20"
"695","0.464313","0.000099","106.2.241.228","192.168.2.3","UDP","62","16896  >  80 Len=20"
"696","0.464363","0.000050","0.136.58.52","192.168.2.3","UDP","62","16897  >  80 Len=20"
"697","0.464411","0.000048","151.239.13.58","192.168.2.3","UDP","62","16898  >  80 Len=20"
"698","0.464601","0.000190","192.126.12.89","192.168.2.3","UDP","62","16899  >  80 Len=20"
"699","0.464655","0.000054","58.107.249.125","192.168.2.3","UDP","62","16900  >  80 Len=20"
"700","0.464781","0.000126","30.55.23.240","192.168.2.3","UDP","62","16901  >  80 Len=20"
"701","0.465050","0.000269","203.12.70.163","192.168.2.3","UDP","62","16902  >  80 Len=20"
"702","0.465103","0.000053","78.46.119.110","192.168.2.3","UDP","62","16903  >  80 Len=20"
"703","0.465756","0.000653","16.111.191.203","192.168.2.3","UDP","62","16904  >  80 Len=20"
"704","0.466280","0.000524","96.88.143.100","192.168.2.3","UDP","62","16905  >  80 Len=20"
"705","0.466522","0.000242","89.241.12.98","192.168.2.3","UDP","62","16906  >  80 Len=20"
"706","0.466575","0.000053","72.103.107.57","192.168.2.3","UDP","62","16907  >  80 Len=20"
"707","0.466735","0.000160","212.132.16.180","192.168.2.3","UDP","62","16908  >  80 Len=20"
"708","0.466796","0.000061","206.189.81.39","192.168.2.3","UDP","62","16909  >  80 Len=20"
"709","0.479435","0.012639","30.77.189.150","192.168.2.3","UDP","62","16910  >  80 Len=20"
"710","0.479518","0.000083","81.85.47.83","192.168.2.3","UDP","62","16911  >  80 Len=20"
"711","0.479558","0.000040","183.2.66.88","192.168.2.3","UDP","62","16912  >  80 Len=20"
"712","0.496018","0.016460","236.165.151.6","192.168.2.3","UDP","62","16913  >  80 Len=20"
"713","0.496069","0.000051","169.69.255.224","192.168.2.3","UDP","62","16914  >  80 Len=20"
"714","0.496137","0.000068","2.96.105.210","192.168.2.3","UDP","62","16915  >  80 Len=20"
"715","0.496177","0.000040","39.215.24.67","192.168.2.3","UDP","62","16916  >  80 Len=20"
"716","0.496214","0.000037","141.88.163.146","192.168.2.3","UDP","62","16917  >  80 Len=20"
"717","0.496398","0.000184","181.57.239.104","192.168.2.3","UDP","62","16918  >  80 Len=20"
"718","0.496453","0.000055","8.231.16.224","192.168.2.3","UDP","62","16919  >  80 Len=20"
"719","0.496613","0.000160","129.0.6.200","192.168.2.3","UDP","62","16920  >  80 Len=20"
"720","0.496732","0.000119","240.8.221.132","192.168.2.3","UDP","62","16921  >  80 Len=20"
"721","0.496782","0.000050","242.116.51.12","192.168.2.3","UDP","62","16922  >  80 Len=20"
"722","0.496951","0.000169","73.185.72.89","192.168.2.3","UDP","62","16923  >  80 Len=20"
"723","0.496998","0.000047","119.46.125.206","192.168.2.3","UDP","62","16924  >  80 Len=20"
"724","0.497194","0.000196","144.5.31.130","192.168.2.3","UDP","62","16925  >  80 Len=20"
"725","0.497379","0.000185","143.242.73.39","192.168.2.3","UDP","62","16926  >  80 Len=20"
"726","0.497501","0.000122","96.21.241.181","192.168.2.3","UDP","62","16927  >  80 Len=20"
"727","0.497554","0.000053","13.149.236.36","192.168.2.3","UDP","62","16928  >  80 Len=20"
"728","0.497996","0.000442","251.144.57.69","192.168.2.3","UDP","62","16929  >  80 Len=20"
"729","0.498033","0.000037","213.25.24.211","192.168.2.3","UDP","62","16930  >  80 Len=20"
"730","0.498513","0.000480","180.103.19.157","192.168.2.3","UDP","62","16931  >  80 Len=20"
"731","0.498562","0.000049","142.68.20.125","192.168.2.3","UDP","62","16932  >  80 Len=20"
"732","0.498606","0.000044","239.114.119.231","192.168.2.3","UDP","62","16933  >  80 Len=20"
"733","0.499770","0.001164","2.85.144.235","192.168.2.3","UDP","62","16934  >  80 Len=20"
"734","0.499825","0.000055","221.14.16.96","192.168.2.3","UDP","62","16935  >  80 Len=20"
"735","0.499936","0.000111","206.72.67.96","192.168.2.3","UDP","62","16936  >  80 Len=20"
"736","0.500029","0.000093","151.103.252.229","192.168.2.3","UDP","62","16937  >  80 Len=20"
"737","0.500123","0.000094","119.186.203.185","192.168.2.3","UDP","62","16938  >  80 Len=20"
"738","0.500284","0.000161","150.137.25.241","192.168.2.3","UDP","62","16939  >  80 Len=20"
"739","0.500338","0.000054","180.229.148.157","192.168.2.3","UDP","62","16940  >  80 Len=20"
"740","0.500500","0.000162","14.247.111.92","192.168.2.3","UDP","62","16941  >  80 Len=20"
"741","0.500552","0.000052","69.228.73.46","192.168.2.3","UDP","62","16942  >  80 Len=20"
"742","0.500714","0.000162","125.189.240.163","192.168.2.3","UDP","62","16943  >  80 Len=20"
"743","0.500767","0.000053","88.207.6.179","192.168.2.3","UDP","62","16944  >  80 Len=20"
"744","0.500921","0.000154","66.159.19.192","192.168.2.3","UDP","62","16945  >  80 Len=20"
"745","0.500979","0.000058","165.116.141.148","192.168.2.3","UDP","62","16946  >  80 Len=20"
"746","0.501132","0.000153","119.25.163.96","192.168.2.3","UDP","62","16947  >  80 Len=20"
"747","0.501185","0.000053","57.223.55.189","192.168.2.3","UDP","62","16948  >  80 Len=20"
"748","0.501382","0.000197","77.137.144.251","192.168.2.3","UDP","62","16949  >  80 Len=20"
"749","0.501442","0.000060","114.144.172.126","192.168.2.3","UDP","62","16950  >  80 Len=20"
"750","0.501789","0.000347","100.123.85.126","192.168.2.3","UDP","62","16951  >  80 Len=20"
"751","0.501839","0.000050","31.85.30.67","192.168.2.3","UDP","62","16952  >  80 Len=20"
"752","0.501869","0.000030","12.98.189.47","192.168.2.3","UDP","62","16953  >  80 Len=20"
"753","0.501901","0.000032","231.32.240.90","192.168.2.3","UDP","62","16954  >  80 Len=20"
"754","0.502022","0.000121","185.81.211.206","192.168.2.3","UDP","62","16955  >  80 Len=20"
"755","0.502085","0.000063","62.206.42.187","192.168.2.3","UDP","62","16956  >  80 Len=20"
"756","0.502199","0.000114","67.107.180.77","192.168.2.3","UDP","62","16957  >  80 Len=20"
"757","0.502356","0.000157","101.251.179.171","192.168.2.3","UDP","62","16958  >  80 Len=20"
"758","0.502410","0.000054","25.162.57.187","192.168.2.3","UDP","62","16959  >  80 Len=20"
"759","0.502566","0.000156","110.249.62.21","192.168.2.3","UDP","62","16960  >  80 Len=20"
"760","0.502607","0.000041","183.240.96.130","192.168.2.3","UDP","62","16961  >  80 Len=20"
"761","0.504130","0.001523","121.166.103.68","192.168.2.3","UDP","62","16962  >  80 Len=20"
"762","0.504183","0.000053","21.109.53.57","192.168.2.3","UDP","62","16963  >  80 Len=20"
"763","0.504310","0.000127","67.249.241.19","192.168.2.3","UDP","62","16964  >  80 Len=20"
"764","0.504364","0.000054","80.11.21.88","192.168.2.3","UDP","62","16965  >  80 Len=20"
"765","0.504528","0.000164","183.255.55.16","192.168.2.3","UDP","62","16966  >  80 Len=20"
"766","0.504583","0.000055","223.183.73.156","192.168.2.3","UDP","62","16967  >  80 Len=20"
"767","0.504898","0.000315","137.8.118.89","192.168.2.3","UDP","62","16968  >  80 Len=20"
"768","0.504951","0.000053","220.185.144.8","192.168.2.3","UDP","62","17417  >  80 Len=20"
"769","0.505066","0.000115","85.188.137.179","192.168.2.3","UDP","62","17420  >  80 Len=20"
"770","0.505190","0.000124","125.72.253.24","192.168.2.3","UDP","62","17424  >  80 Len=20"
"771","0.505312","0.000122","21.169.202.185","192.168.2.3","UDP","62","17428  >  80 Len=20"
"772","0.505353","0.000041","189.185.253.108","192.168.2.3","UDP","62","17431  >  80 Len=20"
"773","0.505532","0.000179","239.211.247.124","192.168.2.3","UDP","62","17435  >  80 Len=20"
"774","0.505570","0.000038","111.85.163.27","192.168.2.3","UDP","62","17444  >  80 Len=20"
"775","0.505768","0.000198","224.171.58.47","192.168.2.3","UDP","62","17448  >  80 Len=20"
"776","0.505805","0.000037","239.189.8.142","192.168.2.3","UDP","62","17452  >  80 Len=20"
"777","0.506021","0.000216","118.109.238.32","192.168.2.3","UDP","62","17654  >  80 Len=20"
"778","0.506069","0.000048","96.204.198.197","192.168.2.3","UDP","62","17655  >  80 Len=20"
"779","0.506304","0.000235","156.156.180.39","192.168.2.3","UDP","62","17656  >  80 Len=20"
"780","0.507314","0.001010","125.62.229.228","192.168.2.3","UDP","62","17657  >  80 Len=20"
"781","0.507378","0.000064","180.189.107.123","192.168.2.3","UDP","62","17658  >  80 Len=20"
"782","0.508276","0.000898","157.85.185.123","192.168.2.3","UDP","62","17659  >  80 Len=20"
"783","0.541904","0.033628","108.110.125.247","192.168.2.3","UDP","62","17660  >  80 Len=20"
"784","0.541995","0.000091","103.220.181.88","192.168.2.3","UDP","62","17661  >  80 Len=20"
"785","0.542031","0.000036","78.144.39.33","192.168.2.3","UDP","62","17662  >  80 Len=20"
"786","0.542065","0.000034","203.206.188.137","192.168.2.3","UDP","62","17663  >  80 Len=20"
"787","0.542275","0.000210","39.107.187.67","192.168.2.3","UDP","62","17669  >  80 Len=20"
"788","0.542330","0.000055","121.179.36.27","192.168.2.3","UDP","62","17680  >  80 Len=20"
"789","0.542447","0.000117","251.67.67.4","192.168.2.3","UDP","62","17690  >  80 Len=20"
"790","0.542883","0.000436","185.32.21.114","192.168.2.3","UDP","62","17694  >  80 Len=20"
"791","0.542933","0.000050","20.105.89.92","192.168.2.3","UDP","62","17698  >  80 Len=20"
"792","0.542974","0.000041","144.51.189.93","192.168.2.3","UDP","62","17702  >  80 Len=20"
"793","0.561283","0.018309","203.137.19.179","192.168.2.3","UDP","62","17706  >  80 Len=20"
"794","0.561611","0.000328","12.23.31.114","192.168.2.3","UDP","62","17710  >  80 Len=20"
"795","0.561657","0.000046","137.6.188.239","192.168.2.3","UDP","62","17713  >  80 Len=20"
"796","0.561823","0.000166","186.221.119.36","192.168.2.3","UDP","62","18007  >  80 Len=20"
"797","0.561915","0.000092","107.96.137.189","192.168.2.3","UDP","62","18159  >  80 Len=20"
"798","0.562039","0.000124","179.124.209.67","192.168.2.3","UDP","62","18305  >  80 Len=20"
"799","0.562092","0.000053","19.6.2.24","192.168.2.3","UDP","62","18308  >  80 Len=20"
"800","0.562251","0.000159","19.129.100.179","192.168.2.3","UDP","62","18325  >  80 Len=20"
"801","0.562408","0.000157","105.203.107.19","192.168.2.3","UDP","62","18329  >  80 Len=20"
"802","0.562455","0.000047","240.213.151.16","192.168.2.3","UDP","62","18333  >  80 Len=20"
"803","0.575780","0.013325","200.198.187.189","192.168.2.3","UDP","62","18337  >  80 Len=20"
"804","0.575859","0.000079","123.253.185.104","192.168.2.3","UDP","62","18340  >  80 Len=20"
"805","0.575898","0.000039","89.192.235.183","192.168.2.3","UDP","62","18344  >  80 Len=20"
"806","0.575926","0.000028","238.224.201.229","192.168.2.3","UDP","62","18349  >  80 Len=20"
"807","0.576287","0.000361","78.96.98.28","192.168.2.3","UDP","62","18352  >  80 Len=20"
"808","0.576501","0.000214","109.96.183.193","192.168.2.3","UDP","62","18357  >  80 Len=20"
"809","0.576747","0.000246","221.96.66.46","192.168.2.3","UDP","62","18361  >  80 Len=20"
"810","0.576899","0.000152","4.148.28.242","192.168.2.3","UDP","62","18365  >  80 Len=20"
"811","0.577114","0.000215","143.148.77.94","192.168.2.3","UDP","62","18370  >  80 Len=20"
"812","0.577473","0.000359","42.36.90.23","192.168.2.3","UDP","62","18374  >  80 Len=20"
"813","0.577510","0.000037","32.89.231.142","192.168.2.3","UDP","62","18378  >  80 Len=20"
"814","0.577934","0.000424","197.124.197.253","192.168.2.3","UDP","62","18382  >  80 Len=20"
"815","0.578055","0.000121","191.215.73.251","192.168.2.3","UDP","62","18386  >  80 Len=20"
"816","0.604072","0.026017","166.126.157.213","192.168.2.3","UDP","62","18388  >  80 Len=20"
"817","0.614359","0.010287","89.160.85.242","192.168.2.3","UDP","62","18389  >  80 Len=20"
"818","0.614433","0.000074","96.144.14.251","192.168.2.3","UDP","62","18390  >  80 Len=20"
"819","0.614471","0.000038","183.39.207.207","192.168.2.3","UDP","62","18391  >  80 Len=20"
"820","0.614633","0.000162","67.104.119.242","192.168.2.3","UDP","62","18392  >  80 Len=20"
"821","0.614687","0.000054","165.94.21.73","192.168.2.3","UDP","62","18393  >  80 Len=20"
"822","0.614839","0.000152","185.121.197.70","192.168.2.3","UDP","62","18394  >  80 Len=20"
"823","0.614898","0.000059","167.165.85.144","192.168.2.3","UDP","62","18444  >  80 Len=20"
"824","0.615080","0.000182","229.162.21.19","192.168.2.3","UDP","62","18447  >  80 Len=20"
"825","0.615119","0.000039","111.207.191.185","192.168.2.3","UDP","62","18451  >  80 Len=20"
"826","0.615425","0.000306","67.19.213.146","192.168.2.3","UDP","62","18452  >  80 Len=20"
"827","0.615478","0.000053","255.98.253.125","192.168.2.3","UDP","62","18453  >  80 Len=20"
"828","0.615630","0.000152","148.144.200.47","192.168.2.3","UDP","62","18454  >  80 Len=20"
"829","0.615684","0.000054","57.36.148.136","192.168.2.3","UDP","62","18455  >  80 Len=20"
"830","0.615844","0.000160","130.135.179.31","192.168.2.3","UDP","62","18456  >  80 Len=20"
"831","0.615899","0.000055","127.204.150.202","192.168.2.3","UDP","62","18457  >  80 Len=20"
"832","0.616092","0.000193","103.47.62.197","192.168.2.3","UDP","62","18458  >  80 Len=20"
"833","0.616150","0.000058","24.144.70.148","192.168.2.3","UDP","62","18481  >  80 Len=20"
"834","0.616299","0.000149","85.32.181.119","192.168.2.3","UDP","62","18485  >  80 Len=20"
"835","0.616355","0.000056","213.80.101.185","192.168.2.3","UDP","62","18489  >  80 Len=20"
"836","0.616547","0.000192","98.215.114.64","192.168.2.3","UDP","62","18492  >  80 Len=20"
"837","0.616600","0.000053","47.183.21.112","192.168.2.3","UDP","62","18496  >  80 Len=20"
"838","0.616763","0.000163","106.146.11.240","192.168.2.3","UDP","62","18499  >  80 Len=20"
"839","0.616817","0.000054","221.121.32.94","192.168.2.3","UDP","62","18503  >  80 Len=20"
"840","0.617010","0.000193","5.110.229.93","192.168.2.3","UDP","62","18507  >  80 Len=20"
"841","0.617064","0.000054","104.21.187.191","192.168.2.3","UDP","62","18510  >  80 Len=20"
"842","0.617217","0.000153","162.137.206.253","192.168.2.3","UDP","62","19186  >  80 Len=20"
"843","0.617270","0.000053","36.148.238.148","192.168.2.3","UDP","62","19187  >  80 Len=20"
"844","0.617436","0.000166","0.110.32.0","192.168.2.3","UDP","62","19188  >  80 Len=20"
"845","0.617473","0.000037","121.143.211.141","192.168.2.3","UDP","62","19189  >  80 Len=20"
"846","0.617678","0.000205","213.231.159.223","192.168.2.3","UDP","62","19190  >  80 Len=20"
"847","0.617731","0.000053","19.202.112.57","192.168.2.3","UDP","62","19191  >  80 Len=20"
"848","0.617891","0.000160","12.187.53.83","192.168.2.3","UDP","62","19192  >  80 Len=20"
"849","0.617944","0.000053","150.70.156.255","192.168.2.3","UDP","62","19193  >  80 Len=20"
"850","0.618109","0.000165","211.85.89.137","192.168.2.3","UDP","62","19194  >  80 Len=20"
"851","0.618167","0.000058","191.39.70.169","192.168.2.3","UDP","62","19195  >  80 Len=20"
"852","0.618355","0.000188","121.111.36.118","192.168.2.3","UDP","62","19196  >  80 Len=20"
"853","0.628736","0.010381","60.69.223.4","192.168.2.3","UDP","62","19197  >  80 Len=20"
"854","0.628831","0.000095","57.109.191.51","192.168.2.3","UDP","62","19198  >  80 Len=20"
"855","0.628883","0.000052","151.6.92.200","192.168.2.3","UDP","62","19199  >  80 Len=20"
"856","0.629027","0.000144","172.119.206.72","192.168.2.3","UDP","62","19200  >  80 Len=20"
"857","0.629083","0.000056","189.83.78.39","192.168.2.3","UDP","62","19207  >  80 Len=20"
"858","0.629286","0.000203","86.19.239.19","192.168.2.3","UDP","62","19213  >  80 Len=20"
"859","0.629339","0.000053","46.152.165.220","192.168.2.3","UDP","62","19219  >  80 Len=20"
"860","0.630086","0.000747","223.240.137.116","192.168.2.3","UDP","62","19225  >  80 Len=20"
"861","0.630136","0.000050","141.148.124.100","192.168.2.3","UDP","62","19229  >  80 Len=20"
"862","0.630288","0.000152","31.229.110.251","192.168.2.3","UDP","62","19233  >  80 Len=20"
"863","0.630342","0.000054","47.127.39.36","192.168.2.3","UDP","62","19236  >  80 Len=20"
"864","0.630500","0.000158","67.212.85.185","192.168.2.3","UDP","62","19240  >  80 Len=20"
"865","0.630552","0.000052","224.118.137.251","192.168.2.3","UDP","62","19243  >  80 Len=20"
"866","0.630738","0.000186","197.2.109.159","192.168.2.3","UDP","62","19247  >  80 Len=20"
"867","0.630791","0.000053","239.78.239.129","192.168.2.3","UDP","62","19251  >  80 Len=20"
"868","0.630950","0.000159","253.121.172.109","192.168.2.3","UDP","62","19254  >  80 Len=20"
"869","0.630989","0.000039","189.125.67.116","192.168.2.3","UDP","62","19264  >  80 Len=20"
"870","0.631194","0.000205","185.206.181.111","192.168.2.3","UDP","62","19267  >  80 Len=20"
